instrument_id,instrument_code,issuer_id,instrument_type,notional,currency,issue_date,maturity_date
381,INS000381,188,MTN,42895963.94,JPY,2019-01-12,2025-08-15
382,INS000382,187,CP,90695069.3,EUR,2022-10-16,2028-04-12
383,INS000383,295,Bond,144442276.42,EUR,2021-11-05,2025-05-29
384,INS000384,285,Loan,30022903.33,EUR,2020-06-04,2025-09-11
385,INS000385,243,Loan,84882613.13,EUR,2022-07-09,2023-08-17
386,INS000386,458,CP,157281254.4,JPY,2022-10-06,2030-11-01
387,INS000387,129,Bond,80281978.47,EUR,2021-02-25,2028-07-08
388,INS000388,31,MTN,167955370.08,USD,2019-03-18,2023-01-22
389,INS000389,231,CP,72831442.19,JPY,2022-03-05,2026-12-04
390,INS000390,177,Bond,70867007.48,EUR,2018-02-10,2023-09-23
391,INS000391,296,Loan,195895253.47,JPY,2021-03-25,2029-07-07
392,INS000392,182,MTN,155174129.06,CRC,2019-10-28,2028-05-15
393,INS000393,456,CP,93286664.07,EUR,2018-06-10,2023-09-17
394,INS000394,445,CP,84941481.08,CRC,2018-12-10,2027-02-14
395,INS000395,435,Bond,33237898.3,EUR,2023-02-01,2024-11-19
396,INS000396,161,CP,142376263.54,CRC,2019-10-11,2028-02-05
397,INS000397,999999,CP,149831204.2,CRC,2022-12-23,2028-12-18
398,INS000398,212,Bond,25882942.24,EUR,2018-12-09,2021-12-31
399,INS000399,339,Bond,42903726.8,CRC,2019-05-31,2028-10-01
400,INS000400,53,MTN,110138315.02,USD,2018-07-15,2020-04-01
401,INS000401,395,Bond,21681752.4,EUR,2020-03-24,2027-02-07
402,INS000402,44,CP,46641835.14,JPY,2021-09-03,2027-01-16
403,INS000403,227,Loan,105821725.25,EUR,2021-07-07,2023-12-06
404,INS000404,15,CP,172213394.67,JPY,2018-03-13,2026-08-20
405,INS000405,443,CP,110160509.62,EUR,2020-09-02,2026-11-28
406,INS000406,497,Loan,118575354.39,CRC,2023-04-27,2023-04-27
407,INS000407,324,MTN,105168501.07,JPY,2022-03-14,2030-04-30
408,INS000408,466,Loan,161136845.48,CRC,2019-12-13,2026-05-07
409,INS000409,158,CP,31987790.27,USD,2020-01-20,2025-09-03
410,INS000410,1,Loan,69433098.53,CRC,2020-12-07,2030-06-08
411,INS000411,274,MTN,189444544.86,CRC,2018-01-18,2026-10-05
412,INS000412,154,MTN,159794990.47,EUR,2018-01-19,2027-08-22
413,INS000413,408,CP,38525624.89,CRC,2018-01-15,2025-03-09
414,INS000414,203,MTN,165856944.27,EUR,2019-05-27,2022-03-25
415,INS000415,135,Loan,103805402.31,JPY,2018-06-12,2024-03-06
416,INS000416,146,CP,83167871.43,USD,2021-08-21,2030-12-20
417,INS000417,94,Bond,127741649.2,CRC,2018-10-07,2023-01-05
418,INS000418,140,MTN,38370099.07,XXX,2021-12-05,2029-11-28
419,INS000419,78,Bond,38001582.03,USD,2018-04-12,2025-04-11
420,INS000420,145,MTN,145694307.02,EUR,2019-07-06,2021-11-29
421,INS000421,47,MTN,44220428.95,CRC,2018-11-05,2020-01-04
422,INS000422,160,MTN,199594725.79,CRC,2022-05-29,2032-05-15
423,INS000423,357,CP,16964396.35,EUR,2022-06-09,2023-10-16
424,INS000424,29,MTN,15205554.26,CRC,2019-06-30,2029-03-11
425,INS000425,93,MTN,165822157.43,USD,2019-01-29,2022-11-18
426,INS000426,499,Loan,77574781.94,CRC,2022-04-23,2031-04-28
427,INS000427,127,Loan,92706092.43,USD,2022-02-19,2023-07-06
428,INS000428,267,MTN,78435469.16,JPY,2021-09-25,2025-01-25
429,INS000429,480,Bond,149200191.16,USD,2019-10-24,2022-08-03
430,INS000430,130,CP,40546002.73,USD,2020-09-12,2028-11-09
431,INS000431,443,Bond,47957201.72,CRC,2021-09-27,2025-03-07
432,INS000432,167,CP,117354675.14,CRC,2018-01-31,2020-12-16
433,INS000433,405,Bond,116634327.52,CRC,2019-05-13,2020-06-17
434,INS000434,353,CP,154388603.0,EUR,2021-05-06,2024-01-30
435,INS000435,81,CP,186238908.12,USD,2020-10-20,2022-10-29
436,INS000436,31,Loan,140564299.86,USD,2019-12-30,2028-03-22
437,INS000437,65,CP,196353466.48,XXX,2020-09-26,2024-05-06
438,INS000438,413,Loan,5249213.7,CRC,2023-01-01,2028-12-01
439,INS000439,184,CP,179833945.81,CRC,2022-01-23,2024-07-27
440,INS000440,362,CP,109004081.28,CRC,2020-06-15,2027-09-21
441,INS000441,98,CP,65412494.26,CRC,2021-03-06,2021-03-06
442,INS000442,141,Loan,14706440.09,EUR,2022-11-12,2030-07-30
443,INS000443,231,CP,91361716.98,CRC,2019-08-29,2023-08-11
444,INS000444,376,CP,155427296.99,EUR,2019-01-15,2020-03-31
445,INS000445,165,MTN,38784021.04,CRC,2022-01-16,2023-10-02
446,INS000446,393,CP,65197407.94,JPY,2021-02-03,2023-10-27
447,INS000447,57,Bond,9711675.42,EUR,2018-07-17,2025-05-29
448,INS000448,92,Loan,22303978.53,EUR,2022-11-24,2024-03-31
449,INS000449,51,MTN,131926330.4,JPY,2018-03-07,2025-07-31
450,INS000450,26,Bond,3604135.86,EUR,2020-01-21,2023-07-13
451,INS000451,336,MTN,160402969.85,USD,2020-10-03,2022-08-26
452,INS000452,185,MTN,164583276.74,USD,2021-02-16,2030-06-19
453,INS000453,422,Bond,147125767.31,JPY,2021-06-17,2025-06-09
454,INS000454,40,Bond,21143799.03,EUR,2023-04-19,2026-09-19
455,INS000455,273,Loan,105712212.34,EUR,2020-02-29,2023-04-15
456,INS000456,292,MTN,149475566.88,JPY,2021-07-04,2024-07-05
457,INS000457,346,MTN,176681979.86,EUR,2020-07-28,2029-06-13
458,INS000458,406,MTN,101433863.32,EUR,2019-01-05,2026-03-06
459,INS000459,274,CP,180594509.16,JPY,2021-05-13,2027-05-01
460,INS000460,999999,MTN,165404840.03,JPY,2020-02-01,2025-09-15
461,INS000461,312,Loan,75637551.9,JPY,2019-05-08,2026-08-30
462,INS000462,185,MTN,192005061.75,USD,2023-05-24,2029-06-19
463,INS000463,372,Bond,104004262.41,JPY,2018-03-12,2022-05-20
464,INS000464,999999,Loan,171288364.68,USD,2019-09-08,2023-03-04
465,INS000465,396,CP,183903304.51,EUR,2022-08-11,2031-05-06
466,INS000466,49,CP,32065314.16,JPY,2018-03-19,2024-05-16
467,INS000467,188,Loan,47365835.56,JPY,2022-12-27,2030-07-07
468,INS000468,48,Loan,147118924.82,JPY,2021-03-14,2026-09-06
469,INS000469,406,MTN,165315343.63,USD,2020-09-15,2023-08-24
470,INS000470,305,Bond,146427083.03,CRC,2021-08-08,2025-12-20
471,INS000471,41,CP,70238111.18,CRC,2022-05-17,2024-01-01
472,INS000472,214,Loan,149788052.8,USD,2023-03-21,2025-07-26
473,INS000473,325,MTN,11771461.8,USD,2022-05-12,2030-06-13
474,INS000474,164,Loan,66039493.9,EUR,2021-01-10,2028-05-11
475,INS000475,79,MTN,194237008.7,USD,2018-04-14,2026-11-02
476,INS000476,114,MTN,30454467.73,JPY,2020-06-03,2024-09-01
477,INS000477,43,Bond,110082328.6,JPY,2020-09-01,2028-01-28
478,INS000478,44,MTN,154991202.17,EUR,2020-03-27,2026-11-11
479,INS000479,391,Loan,98084358.86,EUR,2018-10-04,2025-02-23
480,INS000480,288,Loan,49220703.25,JPY,2021-06-15,2030-09-14
481,INS000481,398,Bond,23393444.41,CRC,2020-05-30,2025-01-13
482,INS000482,217,Loan,64826934.21,USD,2020-01-19,2024-12-14
483,INS000483,395,CP,123627977.9,CRC,2019-09-17,2022-08-10
484,INS000484,320,Bond,184918428.17,XXX,2018-10-26,2024-10-03
485,INS000485,103,Loan,151789022.74,USD,2021-11-04,2027-01-13
486,INS000486,58,Loan,189839242.09,EUR,2022-02-23,2023-10-04
487,INS000487,999999,Bond,69311003.11,USD,2022-09-01,2026-11-22
488,INS000488,157,Bond,67043467.09,EUR,2020-07-10,2020-07-10
489,INS000489,999999,CP,110211210.91,EUR,2021-01-24,2027-12-07
490,INS000490,356,Bond,75944727.31,USD,2021-12-02,2030-05-31
491,INS000491,131,CP,40938515.34,JPY,2018-12-15,2020-08-17
492,INS000492,28,Bond,14252960.69,JPY,2020-08-10,2028-12-12
493,INS000493,340,CP,172992172.44,XXX,2022-10-12,2031-03-07
494,INS000494,150,MTN,47002555.41,CRC,2022-11-12,2031-02-22
495,INS000495,261,Bond,180870539.97,CRC,2023-06-24,2032-06-07
496,INS000496,444,Bond,38097060.1,CRC,2021-05-07,2028-04-22
497,INS000497,288,Bond,8910728.25,JPY,2023-03-13,2032-03-08
498,INS000498,171,Loan,4656072.85,JPY,2020-09-30,2020-09-30
499,INS000499,182,Loan,199202887.84,JPY,2021-07-04,2025-11-23
500,INS000500,416,CP,175856777.56,USD,2018-05-07,2026-05-13
501,INS000501,484,Loan,31189927.97,CRC,2021-02-10,2025-04-02
502,INS000502,337,MTN,104622850.97,EUR,2018-10-09,2020-10-02
503,INS000503,214,Loan,85866534.41,JPY,2019-05-08,2026-10-09
504,INS000504,999999,MTN,108904516.49,EUR,2021-05-24,2026-01-31
505,INS000505,335,Loan,172654944.65,JPY,2018-10-11,2026-04-16
506,INS000506,353,Loan,86582795.34,EUR,2021-12-15,2028-10-29
507,INS000507,336,Loan,64181745.96,USD,2023-03-26,2030-07-25
508,INS000508,95,Bond,153321567.5,CRC,2019-10-13,2022-05-31
509,INS000509,493,MTN,149376336.27,JPY,2020-04-22,2024-09-15
510,INS000510,78,Bond,27177630.18,USD,2022-05-15,2025-06-22
511,INS000511,391,CP,121515297.74,EUR,2021-06-07,2029-05-08
512,INS000512,306,Bond,72493005.57,CRC,2019-04-21,2022-11-21
513,INS000513,69,MTN,142691806.47,JPY,2020-10-25,2028-08-05
514,INS000514,95,MTN,95295537.25,EUR,2022-10-12,2028-02-15
515,INS000515,99,MTN,153143231.97,USD,2019-04-09,2020-08-18
516,INS000516,474,Loan,148730965.67,EUR,2019-07-07,2025-02-21
517,INS000517,388,Loan,185493538.03,CRC,2019-02-23,2020-11-19
518,INS000518,444,CP,173488206.13,EUR,2021-06-17,2027-12-14
519,INS000519,219,Bond,121978061.63,CRC,2020-04-09,2020-04-09
520,INS000520,369,Bond,104609169.15,CRC,2019-10-03,2025-03-04
521,INS000521,234,Loan,104221827.86,CRC,2022-08-21,2024-02-10
522,INS000522,377,MTN,103709209.94,USD,2018-03-22,2025-06-22
523,INS000523,999999,MTN,176995117.63,JPY,2019-08-20,2025-07-24
524,INS000524,237,CP,123013721.57,USD,2018-12-07,2024-09-01
525,INS000525,354,MTN,166148807.38,CRC,2020-11-24,2023-06-29
526,INS000526,47,Bond,36774506.99,EUR,2022-01-19,2028-08-30
527,INS000527,202,MTN,5957510.45,CRC,2020-04-26,2024-12-10
528,INS000528,303,Loan,176627141.02,USD,2023-01-11,2032-01-07
529,INS000529,129,Loan,143956569.22,USD,2019-10-26,2028-07-28
530,INS000530,47,MTN,127180411.23,USD,2018-08-22,2027-07-23
531,INS000531,269,Loan,76357047.65,CRC,2021-12-19,2027-04-10
532,INS000532,23,CP,113532824.12,EUR,2022-04-23,2025-03-22
533,INS000533,84,Loan,154062202.52,USD,2022-11-15,2025-06-29
534,INS000534,215,MTN,58467326.95,EUR,2019-09-23,2024-03-12
535,INS000535,61,Loan,1703046.82,JPY,2023-01-15,2025-07-06
536,INS000536,7,MTN,109156730.76,USD,2020-07-28,2027-02-25
537,INS000537,312,Loan,44157894.93,CRC,2022-12-13,2029-06-25
538,INS000538,233,Bond,120642096.75,USD,2020-04-19,2026-04-02
539,INS000539,126,CP,124333441.74,EUR,2022-12-12,2030-01-30
540,INS000540,26,Bond,131002098.76,USD,2019-01-14,2021-09-12
541,INS000541,75,CP,66891106.47,USD,2022-10-15,2024-02-24
542,INS000542,26,Loan,33105710.26,JPY,2018-08-12,2024-04-14
543,INS000543,313,Loan,193292359.51,JPY,2021-09-15,2030-06-17
544,INS000544,477,CP,65241548.32,CRC,2018-03-15,2020-03-30
545,INS000545,420,MTN,168818616.39,USD,2018-05-19,2018-05-19
546,INS000546,150,Bond,139229268.26,JPY,2020-08-22,2023-02-24
547,INS000547,169,Loan,139470069.97,USD,2020-12-15,2026-08-05
548,INS000548,56,Bond,97248933.66,JPY,2021-03-16,2030-05-21
549,INS000549,219,CP,105552853.84,JPY,2021-05-31,2025-12-17
550,INS000550,475,MTN,104421454.24,CRC,2018-09-23,2026-08-13
551,INS000551,253,Loan,142008826.43,EUR,2022-07-13,2025-07-18
552,INS000552,1,MTN,125466687.74,USD,2018-08-31,2019-12-07
553,INS000553,378,MTN,83394186.77,JPY,2022-10-03,2026-01-29
554,INS000554,180,Loan,3248156.33,EUR,2021-02-21,2029-04-16
555,INS000555,354,Bond,62246737.3,JPY,2019-07-31,2019-07-31
556,INS000556,393,CP,68930955.46,USD,2018-01-13,2020-04-23
557,INS000557,427,CP,166931234.73,CRC,2018-12-26,2022-02-27
558,INS000558,470,Bond,129484791.91,CRC,2020-08-29,2030-08-07
559,INS000559,80,CP,93031545.0,CRC,2021-07-08,2027-09-06
560,INS000560,476,CP,113423585.56,JPY,2022-03-01,2022-03-01
561,INS000561,285,Loan,115902130.79,JPY,2021-01-02,2022-03-19
562,INS000562,410,CP,14176395.22,EUR,2023-02-20,2033-01-22
563,INS000563,144,CP,196740135.0,EUR,2022-09-18,2024-01-23
564,INS000564,293,Loan,119443181.54,JPY,2021-05-25,2026-10-06
565,INS000565,362,Bond,55027985.9,USD,2022-10-23,2027-05-03
566,INS000566,255,CP,90929359.59,JPY,2022-12-02,2026-08-01
567,INS000567,111,Loan,23334023.18,USD,2020-12-11,2025-05-02
568,INS000568,399,MTN,101692943.83,CRC,2019-02-18,2021-03-03
569,INS000569,464,Loan,68683064.94,CRC,2020-10-21,2023-07-14
570,INS000570,376,CP,155331108.63,EUR,2022-11-25,2029-10-08
571,INS000571,394,Loan,41832234.9,USD,2022-11-21,2024-12-27
572,INS000572,236,Bond,1817863.98,USD,2020-03-04,2029-03-05
573,INS000573,352,Bond,67324660.93,USD,2022-10-03,2030-06-02
574,INS000574,53,CP,5473571.97,JPY,2020-12-02,2030-07-06
575,INS000575,328,CP,40910546.94,JPY,2023-01-02,2026-05-10
576,INS000576,142,MTN,134553684.35,JPY,2020-12-26,2025-07-25
577,INS000577,77,Bond,4036086.78,USD,2018-11-19,2018-11-19
578,INS000578,106,CP,54939368.06,JPY,2021-01-16,2025-12-20
579,INS000579,294,Bond,62964134.38,JPY,2019-05-17,2022-04-17
580,INS000580,277,Loan,6769544.55,USD,2020-06-27,2022-01-20
581,INS000581,55,Bond,85866683.3,EUR,2020-02-25,2021-10-02
582,INS000582,999999,MTN,123646752.2,JPY,2021-05-05,2028-12-26
583,INS000583,171,Bond,194762695.89,CRC,2022-08-02,2025-10-21
584,INS000584,291,MTN,20355336.37,JPY,2018-09-27,2020-10-11
585,INS000585,999999,MTN,94638629.08,EUR,2021-08-12,2030-07-30
586,INS000586,74,CP,182659460.52,CRC,2022-10-30,2030-09-29
587,INS000587,94,CP,157966962.56,JPY,2021-12-03,2030-05-19
588,INS000588,233,Bond,95591538.05,JPY,2020-09-25,2022-01-26
589,INS000589,246,CP,153820361.44,EUR,2020-08-02,2023-07-02
590,INS000590,261,Bond,65848075.93,USD,2018-07-30,2024-02-15
591,INS000591,406,MTN,80762478.48,CRC,2019-09-11,2026-09-01
592,INS000592,123,Loan,194804454.51,CRC,2021-06-25,2025-03-19
593,INS000593,34,MTN,157078481.35,CRC,2019-11-29,2023-03-30
594,INS000594,291,Loan,35444005.76,USD,2022-06-01,2027-04-02
595,INS000595,379,MTN,23750249.24,CRC,2023-03-22,2032-03-14
596,INS000596,167,MTN,36058626.44,CRC,2021-02-10,2023-03-16
597,INS000597,999999,MTN,66154240.34,USD,2021-05-10,2023-07-29
598,INS000598,47,Bond,151658465.76,EUR,2019-03-22,2021-10-11
599,INS000599,232,MTN,123498861.09,CRC,2020-12-24,2025-03-31
600,INS000600,101,CP,60647331.52,JPY,2019-02-26,2027-10-18
601,INS000601,999999,CP,198067562.07,USD,2023-04-16,2029-02-28
602,INS000602,314,Loan,170648530.71,USD,2020-11-11,2026-05-24
603,INS000603,190,Bond,1167819.51,JPY,2023-01-20,2030-03-17
604,INS000604,57,Bond,47812992.92,CRC,2022-10-30,2026-12-28
605,INS000605,321,MTN,81800498.25,CRC,2019-10-14,2019-10-14
606,INS000606,280,Loan,95499411.18,EUR,2019-03-09,2027-08-12
607,INS000607,285,MTN,31699190.89,EUR,2020-02-27,2025-03-12
608,INS000608,69,Bond,29655181.4,CRC,2018-01-24,2019-11-13
609,INS000609,999999,Bond,28306833.38,CRC,2020-06-13,2022-12-21
610,INS000610,441,MTN,125026447.84,CRC,2020-07-22,2030-05-27
611,INS000611,261,MTN,77558228.85,XXX,2020-05-18,2027-07-27
612,INS000612,96,Bond,116009761.65,XXX,2020-05-19,2020-05-19
613,INS000613,365,MTN,185386325.88,JPY,2020-10-24,2024-10-30
614,INS000614,18,MTN,141271625.97,USD,2018-03-19,2025-08-01
615,INS000615,298,Bond,29275408.5,JPY,2020-09-13,2029-06-11
616,INS000616,239,Bond,49801029.52,USD,2020-11-24,2022-10-10
617,INS000617,351,CP,122994783.68,JPY,2021-07-21,2028-08-06
618,INS000618,274,MTN,91352919.6,CRC,2022-05-14,2023-06-27
619,INS000619,294,MTN,71229993.79,JPY,2022-02-11,2026-10-30
620,INS000620,149,CP,145667371.1,XXX,2018-12-10,2020-05-02
621,INS000621,32,Loan,114999139.09,JPY,2021-07-12,2027-11-01
622,INS000622,415,Bond,58076315.22,USD,2022-02-19,2030-02-19
623,INS000623,65,CP,51158143.92,JPY,2020-11-01,2022-09-11
624,INS000624,141,Bond,148544404.0,EUR,2022-10-23,2026-09-09
625,INS000625,466,Loan,132171972.43,JPY,2021-04-26,2030-08-08
626,INS000626,414,Loan,97498784.24,USD,2018-12-26,2022-11-30
627,INS000627,176,Loan,167685229.7,CRC,2018-06-22,2021-02-05
628,INS000628,395,MTN,145473819.28,EUR,2020-02-24,2023-10-25
629,INS000629,108,CP,11810831.52,JPY,2021-03-29,2030-06-22
630,INS000630,387,Bond,34352478.95,CRC,2022-08-06,2024-11-23
631,INS000631,999999,Loan,76580358.04,CRC,2019-09-10,2026-01-11
632,INS000632,243,MTN,3360744.98,CRC,2019-06-22,2022-02-05
633,INS000633,196,Bond,20375499.83,JPY,2021-10-21,2026-05-06
634,INS000634,490,CP,67658513.92,JPY,2022-09-26,2028-07-29
635,INS000635,411,MTN,92760610.1,EUR,2018-07-21,2022-05-31
636,INS000636,376,Loan,104470512.09,EUR,2021-10-08,2029-05-15
637,INS000637,161,Bond,166506210.47,USD,2021-01-26,2022-03-10
638,INS000638,211,Bond,137414410.89,JPY,2018-07-20,2025-06-09
639,INS000639,113,CP,39422826.76,USD,2022-01-25,2026-03-30
640,INS000640,318,Loan,190147302.89,USD,2018-07-08,2020-02-25
641,INS000641,363,Bond,171431724.04,EUR,2023-05-16,2025-09-18
642,INS000642,193,Loan,179304324.44,EUR,2021-09-06,2031-03-31
643,INS000643,999999,Bond,128117321.06,JPY,2019-08-27,2025-11-20
644,INS000644,394,CP,52209982.48,USD,2020-05-24,2029-02-26
645,INS000645,142,MTN,78329495.12,USD,2022-05-11,2024-01-21
646,INS000646,133,Loan,88674391.72,CRC,2023-05-12,2027-04-30
647,INS000647,476,MTN,36509991.84,CRC,2019-02-15,2026-12-19
648,INS000648,56,MTN,44458913.14,USD,2018-10-22,2025-11-13
649,INS000649,468,CP,21554136.07,USD,2020-06-23,2029-07-01
650,INS000650,37,CP,155670195.9,USD,2021-03-16,2030-05-13
651,INS000651,460,Bond,186645850.98,CRC,2020-10-16,2023-06-17
652,INS000652,137,CP,181018891.15,USD,2018-11-07,2027-09-13
653,INS000653,264,MTN,96149745.79,CRC,2021-12-20,2031-08-12
654,INS000654,433,Bond,108485614.69,USD,2022-01-30,2031-11-02
655,INS000655,197,MTN,25119526.41,JPY,2023-05-09,2032-01-30
656,INS000656,171,MTN,11983739.96,USD,2021-10-28,2026-03-21
657,INS000657,188,Bond,168395135.84,JPY,2020-12-30,2025-10-22
658,INS000658,332,Bond,193535079.16,EUR,2019-02-20,2022-02-12
659,INS000659,154,Bond,126492794.43,JPY,2021-11-26,2027-04-11
660,INS000660,250,MTN,147329512.42,EUR,2018-06-23,2026-07-27
661,INS000661,19,Loan,98357277.55,XXX,2019-01-31,2020-05-13
662,INS000662,406,CP,100437146.15,CRC,2021-01-12,2029-03-31
663,INS000663,495,CP,12154836.16,USD,2018-02-03,2019-07-04
664,INS000664,208,MTN,188077868.13,EUR,2018-08-31,2022-01-14
665,INS000665,380,Bond,8338655.82,EUR,2021-04-01,2024-11-10
666,INS000666,251,MTN,181528596.76,USD,2021-09-01,2022-11-18
667,INS000667,125,Loan,3858675.79,USD,2021-12-07,2030-03-17
668,INS000668,464,Bond,91780733.99,EUR,2019-09-22,2029-08-15
669,INS000669,428,Bond,23721756.71,XXX,2021-04-25,2023-01-11
670,INS000670,33,MTN,68131278.94,CRC,2022-07-06,2025-10-13
671,INS000671,167,Loan,64996387.3,EUR,2018-09-05,2027-05-08
672,INS000672,392,Loan,67765241.81,USD,2018-04-04,2025-11-27
673,INS000673,141,MTN,34442119.77,JPY,2018-10-17,2028-04-14
674,INS000674,284,Loan,185209430.59,USD,2018-12-04,2024-11-03
675,INS000675,69,MTN,155754665.89,USD,2018-07-24,2028-06-06
676,INS000676,451,Bond,2437574.98,USD,2020-09-24,2022-08-20
677,INS000677,362,CP,83828226.2,CRC,2021-08-27,2029-04-23
678,INS000678,355,Loan,128325315.04,CRC,2018-09-17,2022-01-08
679,INS000679,211,Bond,119658122.17,CRC,2019-05-05,2022-04-18
680,INS000680,314,CP,70222859.8,USD,2023-05-01,2025-04-25
681,INS000681,286,Bond,197334101.43,USD,2019-04-28,2022-06-22
682,INS000682,317,Loan,93378985.41,EUR,2020-01-12,2029-07-25
683,INS000683,142,Bond,159525981.36,CRC,2018-04-19,2021-06-20
684,INS000684,999999,Bond,11751495.25,JPY,2018-12-28,2021-10-12
685,INS000685,146,CP,67524631.22,CRC,2019-03-06,2025-01-18
686,INS000686,23,Bond,185047407.8,EUR,2018-08-02,2027-11-20
687,INS000687,81,MTN,103465839.8,USD,2022-05-28,2023-09-24
688,INS000688,459,MTN,118948625.79,JPY,2019-04-27,2028-05-28
689,INS000689,215,CP,46782583.89,USD,2019-02-12,2028-06-29
690,INS000690,167,Loan,147811825.34,EUR,2019-04-12,2021-05-17
691,INS000691,193,Bond,94727061.71,CRC,2022-12-31,2026-06-21
692,INS000692,28,Loan,44016867.26,CRC,2022-12-29,2028-11-17
693,INS000693,92,Loan,92090298.41,EUR,2020-03-04,2025-05-11
694,INS000694,324,Loan,67842376.09,USD,2020-01-05,2024-01-13
695,INS000695,355,CP,28163798.37,CRC,2021-03-10,2022-11-09
696,INS000696,235,CP,44750859.29,JPY,2020-05-06,2023-04-07
697,INS000697,310,Loan,116046167.72,EUR,2018-11-18,2028-09-24
698,INS000698,45,MTN,172577611.57,EUR,2020-04-23,2027-02-28
699,INS000699,303,CP,3886267.54,CRC,2020-08-27,2026-11-04
700,INS000700,377,Loan,66131893.52,EUR,2022-11-23,2026-08-29
701,INS000701,457,Loan,182837189.44,USD,2023-03-15,2030-11-01
702,INS000702,214,MTN,146961784.06,USD,2018-04-01,2019-09-12
703,INS000703,218,MTN,162133587.72,USD,2020-12-23,2026-05-26
704,INS000704,232,Bond,112138906.32,USD,2020-10-11,2024-06-22
705,INS000705,355,Loan,27409688.36,JPY,2022-02-07,2027-08-30
706,INS000706,123,Bond,96476807.33,JPY,2021-08-19,2023-08-25
707,INS000707,83,Bond,195307734.91,CRC,2021-12-11,2028-02-04
708,INS000708,396,MTN,37804201.91,JPY,2018-10-11,2018-10-11
709,INS000709,321,Bond,172216147.55,USD,2020-08-08,2029-06-30
710,INS000710,198,CP,106653145.06,JPY,2023-01-04,2031-10-03
711,INS000711,219,Loan,157750676.98,USD,2022-03-22,2026-03-31
712,INS000712,318,Bond,103432559.64,JPY,2022-12-09,2027-09-14
713,INS000713,455,MTN,73752580.93,USD,2018-04-16,2020-07-13
714,INS000714,188,Bond,112590883.5,EUR,2020-01-21,2023-01-07
715,INS000715,71,Bond,130158641.67,EUR,2019-11-17,2023-07-21
716,INS000716,386,Loan,64772299.48,JPY,2022-03-06,2031-09-16
717,INS000717,258,CP,11837539.4,JPY,2021-10-25,2027-07-23
718,INS000718,177,Bond,94562606.11,JPY,2020-07-15,2026-12-27
719,INS000719,232,Bond,38482362.9,CRC,2021-06-25,2026-08-10
720,INS000720,45,Loan,58386164.85,USD,2018-06-14,2023-10-31
721,INS000721,56,Bond,139719340.06,CRC,2018-12-04,2023-01-07
722,INS000722,78,Bond,59340718.95,EUR,2022-11-27,2026-03-12
723,INS000723,243,MTN,147804139.54,USD,2019-12-12,2025-08-27
724,INS000724,150,Bond,174486946.45,EUR,2019-01-23,2020-10-06
725,INS000725,428,CP,82926654.18,JPY,2023-04-25,2030-02-20
726,INS000726,336,CP,97743529.93,CRC,2021-08-16,2031-06-12
727,INS000727,235,Loan,179758102.65,JPY,2019-09-15,2027-01-24
728,INS000728,88,Loan,97364379.41,JPY,2022-06-05,2026-05-04
729,INS000729,395,Loan,71271058.18,CRC,2022-09-28,2024-04-08
730,INS000730,490,Loan,142650622.3,JPY,2018-12-07,2026-11-13
731,INS000731,94,Loan,33089687.93,USD,2023-06-17,2026-06-04
732,INS000732,22,Loan,88736838.91,JPY,2019-10-11,2027-03-21
733,INS000733,95,Bond,133445103.03,JPY,2019-02-25,2026-06-16
734,INS000734,76,Loan,107194948.52,USD,2020-02-03,2026-02-12
735,INS000735,472,MTN,153935115.0,CRC,2018-02-21,2023-09-05
736,INS000736,476,Bond,194059882.5,JPY,2019-10-18,2022-07-18
737,INS000737,332,MTN,179299513.46,EUR,2021-12-15,2026-04-08
738,INS000738,410,MTN,68398201.55,USD,2021-03-03,2030-05-04
739,INS000739,375,Loan,135923659.05,USD,2020-09-07,2022-02-18
740,INS000740,158,Loan,89748565.54,USD,2018-02-20,2023-08-23
741,INS000741,168,Loan,117102856.87,EUR,2018-04-23,2026-02-15
742,INS000742,401,CP,39947419.01,USD,2023-04-01,2032-11-06
743,INS000743,276,Bond,195192061.88,CRC,2022-10-06,2028-10-03
744,INS000744,100,Bond,181780943.09,JPY,2020-10-01,2025-04-24
745,INS000745,204,MTN,74556363.45,JPY,2018-10-30,2027-11-09
746,INS000746,7,CP,62308983.57,CRC,2019-08-06,2024-06-17
747,INS000747,448,Loan,145842818.03,CRC,2021-02-22,2023-02-15
748,INS000748,380,CP,33594278.41,CRC,2020-05-01,2026-04-17
749,INS000749,374,Loan,167266794.93,USD,2023-01-10,2028-09-01
750,INS000750,74,MTN,197688103.15,JPY,2019-03-02,2023-07-26
751,INS000751,34,MTN,18601207.45,CRC,2023-03-27,2030-11-09
752,INS000752,328,MTN,35803709.15,CRC,2023-02-16,2027-03-11
753,INS000753,364,Loan,40652254.73,CRC,2021-03-09,2030-08-27
754,INS000754,149,Bond,164737044.66,JPY,2021-02-08,2027-08-10
755,INS000755,428,MTN,112296930.28,CRC,2021-04-13,2025-09-08
756,INS000756,115,Bond,31650769.96,JPY,2018-02-24,2028-01-08
757,INS000757,490,MTN,25711207.94,JPY,2021-08-04,2029-09-23
758,INS000758,214,Loan,6660074.39,JPY,2019-01-03,2025-07-09
759,INS000759,253,CP,116632088.25,CRC,2023-06-11,2025-03-10
760,INS000760,445,MTN,194877490.93,USD,2019-06-13,2027-06-28
761,INS000761,192,Bond,169210733.55,EUR,2020-11-15,2030-02-03
