rating_id,entity_type,entity_id,rating_code,rating_date,agency,action_type
1118,Issuer,882,AA,2022-03-20,Fitch,Review
1119,Issuer,185,ZZZ,2020-09-03,S&P,Upgrade
1120,Instrument,114,AA,2019-05-29,S&P,Upgrade
1121,Issuer,608,A,2020-01-26,Moody’s,Review
1122,Issuer,128,A-,2020-09-26,Moody’s,Upgrade
1123,Issuer,107,AA-,2019-02-08,Moody’s,Review
1124,Instrument,852,CCC,2023-02-27,Fitch,Downgrade
1125,Issuer,406,BB+,2022-12-26,Fitch,Review
1126,Instrument,299,AA+,2019-11-10,Fitch,Initial
1127,Instrument,147,AA,2021-08-11,Moody’s,Review
1128,Issuer,431,BB+,2019-04-30,S&P,Review
1129,Instrument,335,A,2023-07-28,Fitch,Upgrade
1130,Instrument,93,B,2023-03-20,Moody’s,Review
1131,Issuer,267,A+,2022-07-01,S&P,Initial
1132,Issuer,170,BB-,2022-03-20,S&P,Review
1133,Issuer,471,ZZZ,2020-03-25,S&P,Upgrade
1134,Instrument,35,AA-,2022-10-04,Moody’s,Downgrade
1135,Instrument,22,B,2023-10-19,Moody’s,Review
1136,Instrument,712,BB+,2020-05-25,Fitch,Initial
1137,Issuer,190,A-,2019-04-25,S&P,Review
1138,Issuer,1139,ZZZ,2023-07-30,Moody’s,Review
1139,Issuer,139,A+,2019-04-06,S&P,Upgrade
1140,Instrument,498,C,2023-07-16,Fitch,Initial
1141,Issuer,84,A,2022-09-17,S&P,Upgrade
1142,Issuer,120,B,2023-07-26,Fitch,Downgrade
1143,Instrument,1120,B,2023-02-03,S&P,Downgrade
1144,Instrument,134,B+,2019-08-05,Fitch,Review
1145,Instrument,185,CC,2020-04-10,Fitch,Downgrade
1146,Issuer,961,A+,2020-11-26,Fitch,Initial
1147,Issuer,307,AA+,2023-07-02,Fitch,Upgrade
1148,Instrument,274,BBB-,2022-12-30,Moody’s,Review
1149,Issuer,322,A-,2021-07-13,Fitch,Initial
1150,Issuer,44,AA,2019-04-07,S&P,Downgrade
1151,Issuer,178,CC,2021-05-01,Fitch,Initial
1152,Issuer,26,B-,2020-08-19,Fitch,Initial
1153,Issuer,722,AA-,2022-04-18,Fitch,Upgrade
1154,Instrument,163,AA-,2021-10-08,S&P,Review
1155,Issuer,253,BB-,2023-03-13,Moody’s,Review
1156,Issuer,373,A,2019-02-13,Moody’s,Upgrade
1157,Issuer,193,A,2021-02-10,Fitch,Upgrade
1158,Instrument,1324,BB-,2023-10-07,S&P,Review
1159,Issuer,1673,A-,2020-02-19,Moody’s,Upgrade
1160,Instrument,464,AAA,2020-09-16,Fitch,Downgrade
1161,Instrument,238,AAA,2023-07-06,S&P,Initial
1162,Instrument,774,CCC,2022-11-02,Moody’s,Initial
1163,Instrument,350,B,2021-10-14,Moody’s,Review
1164,Instrument,337,A-,2019-11-24,Fitch,Upgrade
1165,Instrument,95,B,2021-10-16,Moody’s,Upgrade
1166,Issuer,184,C,2019-11-11,S&P,Downgrade
1167,Issuer,716,CC,2019-06-21,S&P,Review
1168,Issuer,1173,A,2019-11-06,Fitch,Upgrade
1169,Issuer,474,B+,2020-03-23,S&P,Review
1170,Instrument,341,ZZZ,2021-04-03,S&P,Downgrade
1171,Issuer,369,A+,2022-08-15,Moody’s,Review
1172,Instrument,1954,A,2019-03-29,Moody’s,Downgrade
1173,Issuer,133,ZZZ,2021-11-19,S&P,Upgrade
1174,Issuer,371,AA-,2020-04-01,Fitch,Initial
1175,Issuer,274,BBB+,2022-12-13,S&P,Initial
1176,Issuer,78,AA-,2023-08-25,S&P,Initial
1177,Instrument,1048,AA-,2022-12-27,Moody’s,Review
1178,Instrument,1098,B-,2021-04-02,Moody’s,Initial
1179,Issuer,225,ZZZ,2020-10-31,Moody’s,Initial
1180,Instrument,157,A+,2023-09-11,Fitch,Initial
1181,Issuer,364,C,2021-10-26,Moody’s,Downgrade
1182,Instrument,161,CCC,2020-11-01,Fitch,Downgrade
1183,Instrument,446,BB-,2023-03-14,Moody’s,Initial
1184,Instrument,446,BBB-,2022-09-10,S&P,Initial
1185,Issuer,894,A+,2020-01-02,S&P,Review
1186,Issuer,354,AA,2019-04-04,Moody’s,Review
1187,Instrument,1630,AA-,2020-07-30,Fitch,Downgrade
1188,Issuer,442,D,2021-07-03,S&P,Downgrade
1189,Instrument,1079,AA-,2022-08-27,S&P,Review
1190,Issuer,41,AA+,2020-03-25,Moody’s,Downgrade
1191,Instrument,353,A,2022-12-17,S&P,Initial
1192,Issuer,101,A,2022-01-09,Moody’s,Review
1193,Instrument,50,AAA,2020-10-20,Fitch,Initial
1194,Instrument,554,BBB+,2021-12-20,S&P,Initial
1195,Instrument,332,B+,2023-09-22,Fitch,Review
1196,Issuer,204,CC,2022-11-29,Moody’s,Review
1197,Instrument,1912,BBB+,2027-02-07,S&P,Review
1198,Issuer,1028,D,2021-02-28,Fitch,Review
1199,Issuer,835,AA,2021-11-01,Moody’s,Initial
1200,Instrument,233,AA-,2020-05-22,Moody’s,Upgrade
1201,Issuer,39,A-,2019-11-14,Fitch,Review
1202,Issuer,1469,D,2019-11-09,S&P,Review
1203,Instrument,945,D,2023-01-31,S&P,Downgrade
1204,Instrument,1566,AAA,2021-04-11,Moody’s,Downgrade
1205,Instrument,23,B+,2023-03-28,Fitch,Upgrade
1206,Issuer,461,CC,2021-12-06,S&P,Upgrade
1207,Issuer,1273,A+,2021-08-14,Fitch,Downgrade
1208,Instrument,471,CCC,2022-11-23,S&P,Upgrade
1209,Instrument,1093,ZZZ,2022-01-13,Fitch,Upgrade
1210,Instrument,888888,AAA,2023-01-06,Fitch,Review
1211,Instrument,357,BB-,2021-12-29,Moody’s,Review
1212,Instrument,193,A+,2020-10-24,Moody’s,Review
1213,Instrument,1215,C,2019-11-29,Moody’s,Upgrade
1214,Issuer,1375,B+,2022-07-10,Fitch,Initial
1215,Instrument,1816,A+,2022-04-01,Fitch,Initial
1216,Instrument,244,A+,2023-04-16,Fitch,Downgrade
1217,Instrument,624,AA,2023-04-15,Moody’s,Downgrade
1218,Instrument,2,CC,2023-05-21,Fitch,Downgrade
1219,Instrument,1020,BBB,2022-02-19,Moody’s,Upgrade
1220,Instrument,489,CCC,2020-02-01,Fitch,Upgrade
1221,Issuer,125,BBB-,2023-09-15,Moody’s,Upgrade
1222,Issuer,298,CC,2023-07-14,Fitch,Initial
1223,Instrument,300,CC,2019-02-27,Moody’s,Upgrade
1224,Instrument,310,A,2022-09-19,Fitch,Downgrade
1225,Issuer,88,AA-,2023-09-08,S&P,Review
1226,Instrument,235,AA+,2021-03-23,Moody’s,Upgrade
1227,Issuer,279,A,2020-07-08,Fitch,Upgrade
1228,Instrument,1578,BBB+,2019-01-02,Fitch,Review
1229,Issuer,157,CC,2022-02-02,S&P,Downgrade
1230,Instrument,1523,AA-,2022-02-07,Moody’s,Downgrade
1231,Issuer,474,B,2023-06-03,Moody’s,Initial
1232,Issuer,24,BB,2023-01-14,Moody’s,Downgrade
1233,Issuer,1781,D,2020-12-29,Fitch,Review
1234,Issuer,1947,BB,2021-03-04,Moody’s,Initial
1235,Instrument,393,B,2022-01-13,Fitch,Upgrade
1236,Instrument,27,CCC,2023-04-08,Moody’s,Initial
1237,Issuer,332,B+,2023-12-04,Fitch,Initial
1238,Issuer,385,A-,2021-05-25,Moody’s,Initial
1239,Issuer,471,BBB-,2020-09-12,Moody’s,Review
1240,Issuer,141,BB+,2021-05-14,Fitch,Downgrade
1241,Instrument,482,AA+,2021-02-12,S&P,Review
1242,Issuer,177,D,2022-05-08,Moody’s,Downgrade
1243,Issuer,218,A,2020-01-13,S&P,Initial
1244,Issuer,111,BBB-,2021-06-19,S&P,Upgrade
1245,Instrument,462,BB-,2020-09-13,Fitch,Upgrade
1246,Instrument,115,D,2021-06-14,Moody’s,Review
1247,Issuer,1675,BBB+,2021-12-30,S&P,Upgrade
1248,Issuer,42,A+,2020-08-11,Moody’s,Upgrade
1249,Issuer,360,D,2019-04-26,S&P,Review
1250,Instrument,95,AA,2023-11-15,S&P,Downgrade
1251,Issuer,1311,A+,2022-07-21,Moody’s,Downgrade
1252,Issuer,139,CC,2022-08-08,Fitch,Review
1253,Instrument,1459,BB+,2022-02-08,Moody’s,Review
1254,Issuer,626,A,2022-10-27,Moody’s,Review
1255,Instrument,60,CCC,2020-11-02,Moody’s,Upgrade
1256,Issuer,29,BB+,2019-04-17,Fitch,Initial
1257,Instrument,48,BBB,2021-07-06,Moody’s,Upgrade
1258,Instrument,392,BB,2022-07-31,S&P,Upgrade
1259,Issuer,448,CCC,2023-02-07,Fitch,Upgrade
1260,Issuer,1729,B,2019-09-01,Moody’s,Upgrade
1261,Instrument,149,D,2027-02-07,S&P,Upgrade
1262,Issuer,274,AAA,2020-03-31,S&P,Initial
1263,Issuer,448,AA,2022-11-10,S&P,Review
1264,Issuer,20,ZZZ,2021-08-29,Fitch,Review
1265,Issuer,90,B-,2022-01-17,Moody’s,Review
1266,Issuer,285,B+,2020-01-12,Moody’s,Initial
1267,Instrument,228,BBB-,2021-04-16,Moody’s,Review
1268,Instrument,989,CCC,2019-04-13,S&P,Initial
1269,Instrument,245,A-,2020-08-22,Moody’s,Downgrade
1270,Instrument,246,B,2023-03-01,Moody’s,Review
1271,Instrument,134,BBB-,2020-04-04,S&P,Downgrade
1272,Issuer,1179,BBB,2021-02-09,Fitch,Downgrade
1273,Instrument,700,AA+,2022-06-02,Fitch,Initial
1274,Issuer,273,D,2022-02-08,Moody’s,Downgrade
1275,Issuer,1089,BBB+,2023-09-02,Fitch,Upgrade
1276,Issuer,44,CC,2027-02-07,Moody’s,Upgrade
1277,Instrument,151,BB-,2020-07-21,Fitch,Upgrade
1278,Instrument,898,A,2022-02-23,Moody’s,Downgrade
1279,Instrument,1170,BB,2023-03-25,Fitch,Review
1280,Issuer,106,A,2019-10-21,S&P,Downgrade
1281,Instrument,1248,AA,2023-08-07,S&P,Upgrade
1282,Issuer,1859,B,2019-06-17,Moody’s,Initial
1283,Instrument,1084,ZZZ,2020-06-21,Moody’s,Initial
1284,Instrument,423,B+,2021-10-13,S&P,Downgrade
1285,Issuer,372,A-,2022-07-31,S&P,Review
1286,Instrument,1739,CC,2019-08-22,S&P,Review
1287,Instrument,164,BBB,2020-11-20,Fitch,Initial
1288,Issuer,1265,C,2022-07-14,S&P,Initial
1289,Instrument,25,BB,2020-10-08,S&P,Downgrade
1290,Instrument,453,BB,2019-07-03,Fitch,Upgrade
1291,Issuer,952,AAA,2023-04-24,Fitch,Upgrade
1292,Issuer,203,AAA,2023-03-09,Fitch,Initial
1293,Issuer,1613,C,2019-06-13,S&P,Review
1294,Issuer,972,BBB-,2019-10-03,Fitch,Upgrade
1295,Instrument,371,B+,2019-03-28,Fitch,Initial
1296,Instrument,1634,AA-,2023-10-19,Fitch,Initial
1297,Issuer,32,A+,2027-02-07,S&P,Downgrade
1298,Issuer,464,BB+,2022-11-28,Fitch,Downgrade
1299,Issuer,206,A+,2021-06-19,S&P,Review
1300,Instrument,1228,BB-,2022-03-09,S&P,Review
1301,Instrument,317,AA+,2022-12-13,S&P,Upgrade
1302,Instrument,1539,B+,2019-07-05,Moody’s,Upgrade
1303,Instrument,177,BB+,2023-10-29,Moody’s,Downgrade
1304,Issuer,1164,A,2021-01-01,Moody’s,Initial
1305,Issuer,127,BB-,2022-10-22,Fitch,Initial
1306,Issuer,1866,BBB+,2021-08-23,Moody’s,Review
1307,Instrument,82,CC,2022-05-02,Moody’s,Downgrade
1308,Instrument,469,BBB+,2020-08-27,S&P,Initial
1309,Instrument,526,AA,2023-08-01,Fitch,Downgrade
1310,Issuer,54,D,2022-11-27,Moody’s,Upgrade
1311,Issuer,447,BBB-,2021-04-18,Moody’s,Initial
1312,Instrument,77,A-,2022-10-02,Fitch,Initial
1313,Issuer,110,AAA,2020-06-24,S&P,Downgrade
1314,Instrument,69,CCC,2023-11-22,S&P,Upgrade
1315,Instrument,929,AA-,2021-12-19,Fitch,Review
1316,Instrument,1898,AAA,2022-03-24,Moody’s,Initial
1317,Instrument,134,D,2022-07-07,Fitch,Initial
1318,Issuer,275,BBB,2022-06-10,Fitch,Downgrade
1319,Instrument,1546,BB,2019-08-18,Fitch,Review
1320,Instrument,1829,B,2019-10-06,Moody’s,Initial
1321,Instrument,101,AAA,2022-08-07,Moody’s,Initial
1322,Issuer,1719,BBB,2023-05-08,Fitch,Initial
1323,Issuer,107,C,2021-10-28,Fitch,Initial
1324,Instrument,241,B,2022-08-28,Fitch,Upgrade
1325,Issuer,440,BB-,2020-08-04,Moody’s,Downgrade
1326,Issuer,194,BBB+,2023-01-09,S&P,Initial
1327,Issuer,715,A-,2021-11-15,Fitch,Downgrade
1328,Issuer,66,BB-,2019-09-30,Moody’s,Upgrade
1329,Issuer,1893,BBB,2019-05-19,Fitch,Review
1330,Issuer,1252,AA+,2023-01-23,Fitch,Upgrade
1331,Instrument,4,BBB,2023-04-02,Moody’s,Initial
1332,Issuer,354,B-,2022-11-13,Fitch,Upgrade
1333,Issuer,327,BBB,2021-01-30,S&P,Initial
1334,Issuer,1464,D,2020-09-25,S&P,Review
1335,Issuer,1115,B,2019-02-27,Fitch,Downgrade
1336,Issuer,524,C,2021-04-13,S&P,Review
1337,Issuer,254,BBB-,2023-06-13,S&P,Review
1338,Instrument,427,A-,2019-12-20,Moody’s,Initial
1339,Issuer,1274,AA+,2019-03-14,S&P,Upgrade
1340,Instrument,204,BB-,2020-03-16,S&P,Downgrade
1341,Issuer,205,B,2022-11-23,Fitch,Review
1342,Issuer,311,AA+,2019-03-07,Fitch,Upgrade
1343,Issuer,411,B+,2023-01-17,S&P,Initial
1344,Instrument,491,CC,2022-04-09,S&P,Initial
1345,Instrument,310,BB+,2019-03-03,S&P,Initial
1346,Instrument,171,C,2019-01-26,S&P,Downgrade
1347,Issuer,184,A-,2023-03-22,S&P,Downgrade
1348,Issuer,56,A-,2022-01-12,Moody’s,Initial
1349,Instrument,1342,BB-,2021-10-12,S&P,Review
1350,Issuer,422,BBB,2020-10-09,Fitch,Upgrade
1351,Instrument,1016,AA-,2022-03-12,S&P,Initial
1352,Instrument,932,BBB,2020-09-19,S&P,Downgrade
1353,Issuer,297,BBB+,2023-04-05,Moody’s,Upgrade
1354,Issuer,74,AA,2022-08-19,Moody’s,Initial
1355,Issuer,110,C,2020-07-06,S&P,Review
1356,Issuer,625,B,2023-06-22,Moody’s,Review
1357,Instrument,427,A,2021-05-11,Fitch,Upgrade
1358,Instrument,473,A+,2021-08-21,Moody’s,Initial
1359,Instrument,615,CC,2019-02-19,Fitch,Review
1360,Instrument,1695,BB,2022-04-11,Fitch,Upgrade
1361,Issuer,68,AA-,2019-08-06,Fitch,Initial
1362,Instrument,1100,C,2023-09-20,S&P,Review
1363,Instrument,829,BBB-,2023-02-09,Fitch,Downgrade
1364,Instrument,220,CCC,2022-10-13,Moody’s,Review
1365,Issuer,31,AAA,2021-10-21,Fitch,Upgrade
1366,Instrument,888888,CCC,2023-03-15,S&P,Downgrade
1367,Issuer,225,C,2019-03-08,Moody’s,Upgrade
1368,Issuer,154,AA+,2019-04-14,Moody’s,Review
1369,Instrument,1496,A+,2027-02-07,S&P,Upgrade
1370,Issuer,138,CCC,2021-06-14,Moody’s,Downgrade
1371,Issuer,241,BBB+,2022-03-21,Fitch,Downgrade
1372,Instrument,96,A+,2023-01-03,S&P,Review
1373,Issuer,409,B-,2022-11-06,Fitch,Review
1374,Issuer,169,AAA,2023-12-05,S&P,Review
1375,Issuer,10,CC,2021-11-28,Moody’s,Review
1376,Instrument,826,B,2020-05-05,Fitch,Initial
1377,Issuer,267,C,2023-04-23,Fitch,Initial
1378,Issuer,208,AAA,2019-02-17,Fitch,Initial
1379,Instrument,1519,A+,2023-08-08,S&P,Review
1380,Instrument,234,C,2022-10-10,Fitch,Downgrade
1381,Issuer,278,BB+,2020-09-06,Fitch,Initial
1382,Instrument,133,BB-,2020-05-16,S&P,Initial
1383,Issuer,1672,C,2021-11-20,Moody’s,Review
1384,Issuer,456,AA-,2023-01-20,S&P,Downgrade
1385,Issuer,1072,AA,2020-10-13,S&P,Upgrade
1386,Instrument,73,C,2023-07-07,Moody’s,Review
1387,Issuer,134,AAA,2019-05-21,Moody’s,Review
1388,Instrument,569,B+,2021-04-21,S&P,Downgrade
1389,Instrument,295,D,2022-05-08,Moody’s,Upgrade
1390,Instrument,885,B,2019-10-31,Fitch,Initial
1391,Issuer,888888,BBB,2027-02-07,Fitch,Initial
1392,Issuer,1105,AA,2022-11-11,Fitch,Review
1393,Issuer,1052,B,2022-05-06,Moody’s,Initial
1394,Issuer,801,A+,2019-03-10,Fitch,Upgrade
1395,Issuer,353,BB+,2019-10-06,Moody’s,Review
1396,Instrument,395,B+,2020-09-30,S&P,Review
1397,Instrument,888888,AAA,2020-08-26,S&P,Review
1398,Issuer,1147,A+,2022-02-03,Fitch,Upgrade
1399,Issuer,1407,B+,2019-05-23,Fitch,Review
1400,Instrument,10,BBB-,2022-09-25,Moody’s,Initial
1401,Issuer,309,A,2020-03-24,S&P,Upgrade
1402,Instrument,28,AA,2019-09-19,Fitch,Review
1403,Issuer,16,ZZZ,2023-01-21,Fitch,Review
1404,Issuer,261,C,2023-02-14,Fitch,Downgrade
1405,Issuer,65,AAA,2022-09-03,Moody’s,Upgrade
1406,Issuer,220,B+,2023-03-19,Moody’s,Review
1407,Instrument,372,AA+,2023-11-28,Moody’s,Review
1408,Issuer,859,BBB+,2023-10-12,Fitch,Upgrade
1409,Instrument,52,AA-,2022-06-27,S&P,Upgrade
1410,Issuer,256,A-,2023-02-07,Moody’s,Downgrade
1411,Issuer,180,CC,2021-05-13,S&P,Downgrade
1412,Instrument,335,BB+,2023-03-31,S&P,Review
1413,Instrument,376,BB-,2021-07-16,S&P,Downgrade
1414,Instrument,794,BB,2027-02-07,Moody’s,Review
1415,Issuer,40,D,2023-12-06,Moody’s,Downgrade
1416,Instrument,1730,BBB,2023-06-07,Fitch,Upgrade
1417,Instrument,42,A,2022-03-30,S&P,Review
1418,Instrument,212,AA-,2023-07-10,Fitch,Upgrade
1419,Instrument,1994,A+,2019-09-15,S&P,Upgrade
1420,Instrument,630,AA+,2020-09-21,Fitch,Downgrade
1421,Instrument,1941,ZZZ,2019-11-05,S&P,Upgrade
1422,Instrument,1239,BB,2019-12-02,Moody’s,Upgrade
1423,Issuer,205,ZZZ,2023-06-29,Moody’s,Initial
1424,Issuer,364,D,2021-10-06,S&P,Initial
1425,Issuer,2,B+,2020-04-23,Moody’s,Review
1426,Instrument,1616,BBB-,2021-10-21,Fitch,Review
1427,Issuer,568,C,2023-06-30,Moody’s,Initial
1428,Instrument,444,AAA,2020-12-12,S&P,Initial
1429,Issuer,83,BB,2020-09-28,S&P,Upgrade
1430,Issuer,382,BBB+,2023-11-03,S&P,Initial
1431,Instrument,313,CCC,2021-05-18,S&P,Review
1432,Instrument,366,CCC,2021-02-27,S&P,Initial
1433,Issuer,358,A-,2019-08-04,Fitch,Downgrade
1434,Issuer,414,BBB,2019-03-08,S&P,Review
1435,Instrument,973,AA-,2020-05-07,S&P,Downgrade
1436,Issuer,956,CC,2021-04-29,S&P,Initial
1437,Instrument,319,BB,2022-11-01,Fitch,Initial
1438,Instrument,332,BBB-,2023-09-28,Fitch,Downgrade
1439,Instrument,1887,AAA,2022-07-11,S&P,Initial
1440,Issuer,698,BBB+,2020-11-22,Fitch,Review
1441,Issuer,473,A,2022-02-17,Fitch,Downgrade
1442,Issuer,400,B,2022-05-11,S&P,Review
1443,Instrument,213,ZZZ,2021-05-23,S&P,Initial
1444,Instrument,317,A+,2020-02-20,Fitch,Downgrade
1445,Instrument,397,AA-,2022-01-01,S&P,Downgrade
1446,Instrument,83,B,2023-12-04,Moody’s,Initial
1447,Issuer,147,CC,2019-01-31,Fitch,Upgrade
1448,Instrument,497,CCC,2019-03-06,S&P,Review
1449,Instrument,601,A-,2023-06-24,S&P,Review
1450,Instrument,333,AA-,2021-03-11,Fitch,Initial
1451,Instrument,1564,BB-,2027-02-07,Moody’s,Downgrade
1452,Instrument,242,AAA,2021-03-07,Moody’s,Upgrade
1453,Issuer,354,AA-,2020-05-18,Fitch,Upgrade
1454,Issuer,29,AA-,2023-09-14,Moody’s,Upgrade
1455,Issuer,3,B-,2019-01-20,S&P,Review
1456,Instrument,482,CCC,2027-02-07,Moody’s,Review
1457,Instrument,1440,AA-,2022-06-23,Fitch,Review
1458,Issuer,438,ZZZ,2021-10-27,S&P,Review
1459,Issuer,468,AA-,2023-02-21,Moody’s,Initial
1460,Issuer,118,AA+,2019-10-29,S&P,Upgrade
1461,Issuer,369,BB,2023-04-13,Fitch,Downgrade
1462,Instrument,407,BBB+,2020-04-18,Fitch,Upgrade
1463,Issuer,47,AA,2027-02-07,Moody’s,Initial
1464,Issuer,566,B-,2021-05-11,Moody’s,Review
1465,Instrument,1656,C,2023-06-01,Moody’s,Initial
1466,Instrument,283,BB+,2020-10-19,Fitch,Initial
1467,Issuer,157,B,2021-10-06,Moody’s,Initial
1468,Issuer,191,C,2021-10-16,Fitch,Initial
1469,Instrument,80,BB-,2023-10-16,Fitch,Initial
1470,Instrument,888888,BB-,2019-02-08,S&P,Upgrade
1471,Instrument,378,BB,2023-04-30,Moody’s,Downgrade
1472,Instrument,19,BB,2019-05-13,Moody’s,Initial
1473,Issuer,32,CCC,2021-08-07,S&P,Upgrade
1474,Instrument,1546,B-,2021-12-24,Fitch,Review
1475,Instrument,126,A-,2019-07-20,Moody’s,Upgrade
1476,Instrument,888888,AAA,2023-05-09,S&P,Downgrade
1477,Instrument,1722,BBB-,2021-10-27,Moody’s,Downgrade
1478,Issuer,83,C,2019-12-20,Moody’s,Upgrade
1479,Instrument,825,A+,2021-07-12,S&P,Upgrade
1480,Issuer,220,BBB,2019-10-06,S&P,Downgrade
1481,Instrument,295,B-,2019-05-19,Fitch,Review
1482,Instrument,281,BB-,2021-09-01,Moody’s,Review
1483,Instrument,447,CCC,2021-06-02,Fitch,Downgrade
1484,Issuer,344,AAA,2023-06-21,Moody’s,Downgrade
1485,Issuer,356,BB+,2023-05-17,Moody’s,Review
1486,Instrument,404,AAA,2022-11-08,Fitch,Review
1487,Instrument,888888,AA,2020-11-01,Fitch,Downgrade
1488,Instrument,1591,AAA,2020-10-05,S&P,Upgrade
1489,Instrument,378,B-,2021-10-21,Fitch,Downgrade
1490,Instrument,706,ZZZ,2027-02-07,Moody’s,Initial
1491,Issuer,401,CCC,2020-06-15,S&P,Review
1492,Instrument,207,A+,2021-07-21,Fitch,Review
1493,Issuer,91,A,2022-08-10,S&P,Downgrade
1494,Issuer,39,B,2023-08-28,Moody’s,Downgrade
1495,Instrument,1984,B-,2019-08-07,Moody’s,Review
1496,Issuer,323,D,2022-01-17,Moody’s,Initial
1497,Instrument,283,BB-,2022-03-27,Fitch,Review
1498,Issuer,482,AA-,2023-09-08,Moody’s,Initial
1499,Issuer,1652,A,2020-01-19,S&P,Review
1500,Instrument,1165,CC,2019-01-29,S&P,Upgrade
1501,Issuer,551,B-,2023-08-25,S&P,Initial
1502,Instrument,1779,AA,2021-07-11,Moody’s,Initial
1503,Issuer,165,BB-,2020-02-02,Moody’s,Initial
1504,Instrument,1928,AA+,2020-08-19,Fitch,Review
1505,Issuer,428,B,2020-01-11,Moody’s,Upgrade
1506,Instrument,1747,AA-,2023-11-03,Moody’s,Review
1507,Instrument,888,BBB+,2022-02-11,S&P,Review
1508,Issuer,1549,BB+,2020-06-16,S&P,Review
1509,Instrument,1255,CC,2020-10-27,S&P,Review
1510,Issuer,359,A,2023-04-02,Moody’s,Review
1511,Issuer,294,AA-,2023-08-11,Moody’s,Review
1512,Instrument,612,C,2023-08-01,Moody’s,Initial
1513,Issuer,1472,B+,2021-07-15,Moody’s,Upgrade
1514,Issuer,86,CC,2022-08-12,Moody’s,Upgrade
1515,Issuer,543,D,2023-03-14,Fitch,Upgrade
1516,Issuer,1,CCC,2023-10-26,Fitch,Downgrade
1517,Instrument,858,B-,2021-01-14,Moody’s,Initial
1518,Issuer,6,AA-,2022-03-03,S&P,Initial
1519,Issuer,40,BB,2023-05-10,Moody’s,Review
1520,Issuer,278,C,2019-03-12,Fitch,Review
1521,Issuer,714,A-,2020-05-21,S&P,Review
1522,Issuer,502,BB,2019-05-18,S&P,Review
1523,Instrument,1650,BB+,2020-12-05,S&P,Initial
1524,Issuer,581,BB+,2023-06-19,Fitch,Initial
1525,Issuer,1190,CCC,2023-07-24,Fitch,Upgrade
1526,Issuer,1547,BBB+,2020-01-30,S&P,Upgrade
1527,Issuer,84,C,2021-05-23,S&P,Initial
1528,Issuer,383,CC,2022-08-14,S&P,Initial
1529,Issuer,1616,BBB,2023-03-22,Moody’s,Initial
1530,Issuer,118,B,2023-05-17,Moody’s,Downgrade
1531,Instrument,1253,D,2022-06-13,S&P,Initial
1532,Issuer,496,B-,2021-04-02,S&P,Initial
1533,Instrument,888888,BB,2020-07-23,S&P,Initial
1534,Issuer,305,BBB,2022-08-05,S&P,Review
1535,Instrument,408,AA-,2022-04-15,S&P,Review
1536,Instrument,360,BBB+,2019-07-24,Moody’s,Upgrade
1537,Issuer,263,B+,2023-10-17,Moody’s,Downgrade
1538,Instrument,437,CCC,2022-07-13,Moody’s,Upgrade
1539,Instrument,464,A+,2022-12-07,S&P,Downgrade
1540,Issuer,393,BBB+,2019-02-24,S&P,Review
1541,Instrument,71,BBB,2019-05-06,S&P,Review
1542,Issuer,354,BBB+,2023-10-28,Moody’s,Upgrade
1543,Issuer,139,A-,2023-01-14,S&P,Initial
1544,Issuer,342,AA+,2021-11-25,Moody’s,Downgrade
1545,Instrument,535,B,2022-05-24,S&P,Upgrade
1546,Instrument,315,AA,2021-10-24,Fitch,Review
1547,Instrument,888888,BB+,2022-12-05,Fitch,Initial
1548,Issuer,1985,ZZZ,2020-09-11,Fitch,Downgrade
1549,Instrument,253,BB-,2023-08-26,Fitch,Review
1550,Issuer,1552,A,2022-04-21,Fitch,Downgrade
1551,Instrument,447,D,2019-04-28,S&P,Upgrade
1552,Instrument,1363,BBB-,2021-06-06,Moody’s,Initial
1553,Instrument,1609,BB,2023-02-14,Fitch,Review
1554,Issuer,657,B+,2022-12-26,Moody’s,Review
1555,Instrument,37,CCC,2020-06-29,Moody’s,Downgrade
1556,Issuer,1596,A,2021-01-12,Moody’s,Review
1557,Instrument,165,C,2021-03-13,S&P,Review
1558,Issuer,180,AAA,2023-03-27,S&P,Review
1559,Instrument,1360,BB-,2019-12-11,Moody’s,Downgrade
1560,Issuer,387,C,2023-04-07,Moody’s,Review
1561,Issuer,485,A,2023-06-12,S&P,Review
1562,Instrument,292,C,2019-12-25,Fitch,Initial
1563,Issuer,1342,B+,2021-03-18,S&P,Downgrade
1564,Issuer,205,AAA,2020-06-21,Moody’s,Initial
1565,Instrument,95,AA,2027-02-07,Moody’s,Initial
1566,Issuer,1259,AA,2019-04-13,Fitch,Initial
1567,Issuer,391,A-,2022-01-08,Fitch,Review
1568,Issuer,429,B,2019-07-11,S&P,Review
1569,Instrument,1424,AA+,2021-05-09,S&P,Review
1570,Instrument,20,BB+,2021-03-30,Moody’s,Downgrade
1571,Issuer,1533,B+,2023-08-29,S&P,Downgrade
1572,Instrument,801,BBB-,2020-03-23,Fitch,Upgrade
1573,Issuer,167,BBB+,2021-08-06,S&P,Review
1574,Instrument,228,B+,2022-09-11,S&P,Review
1575,Issuer,445,A-,2023-05-30,Moody’s,Initial
1576,Issuer,888888,D,2020-06-14,Moody’s,Initial
1577,Instrument,481,A-,2023-01-05,S&P,Downgrade
1578,Instrument,419,BBB-,2019-08-27,Fitch,Review
1579,Instrument,241,BB-,2021-12-07,Moody’s,Downgrade
