transaction_id,instrument_id,trade_date,quantity,price,amount
5871,1600,2021-11-03,555,106.78,59262.9
5872,409,2023-01-17,558,83.47,46576.26
5873,814,2023-03-10,68,107.07,7280.76
5874,630,2023-06-19,197,96.1,18931.7
5875,746,2022-05-03,629,101.9,64095.1
5876,131,2020-03-28,98,109.65,10745.7
5877,1933,2023-01-16,23,113.7,2615.1
5878,903,2024-11-26,612,113.26,69315.12
5879,437,2023-02-11,404,94.34,38113.36
5880,58,2021-06-13,792,107.71,85306.32
5881,1577,2021-07-02,313,82.2,25728.6
5882,153,2022-03-22,408,83.91,34235.28
5883,1383,2020-07-19,667,96.23,64185.41
5884,814,2021-02-15,13,88.05,1144.65
5885,716,2021-01-31,548,93.12,51029.76
5886,181,2023-07-13,439,102.94,45190.66
5887,1727,2020-01-27,810,112.36,91011.6
5888,1611,2020-02-10,537,91.63,49205.31
5889,13,2021-10-06,949,100.6,95469.4
5890,1833,2021-06-20,499,113.8,56786.2
5891,1194,2022-12-06,706,119.82,84592.92
5892,738,2022-12-21,506,108.36,54830.16
5893,1602,2024-01-16,269,108.34,29143.46
5894,615,2024-04-12,183,113.98,20858.34
5895,942,2020-05-16,523,103.6,54182.8
5896,1229,2023-05-10,561,113.07,63432.27
5897,1164,2023-11-10,479,110.33,52848.07
5898,577,2024-03-28,695,89.2,61994.0
5899,1406,2021-07-04,279,114.54,31956.66
5900,1109,2024-03-13,948,93.47,88609.56
5901,48,2021-12-01,642,115.15,73926.3
5902,1858,2024-07-21,458,114.38,52386.04
5903,1970,2020-09-12,73,88.09,6430.57
5904,661,2020-09-27,624,103.66,64683.84
5905,568,2023-12-04,794,95.83,76089.02
5906,912,2023-08-03,705,94.1,66340.5
5907,605,2022-01-23,859,100.7,86501.3
5908,870,2021-04-12,421,109.34,46032.14
5909,735,2020-08-14,58,97.38,5648.04
5910,172,2022-04-22,948,85.53,81082.44
5911,1265,2023-04-13,458,87.82,40221.56
5912,183,2022-08-01,910,97.42,88652.2
5913,1897,2021-02-10,782,89.69,70137.58
5914,1710,2021-12-22,583,119.75,69814.25
5915,512,2022-03-18,654,95.84,62679.36
5916,683,2022-07-05,659,102.84,67771.56
5917,1296,2020-05-02,756,81.59,61682.04
5918,1386,2020-03-10,347,111.73,38770.31
5919,554,2021-02-22,258,113.66,29324.28
5920,878,2020-11-10,879,84.78,74521.62
5921,1489,2021-10-20,215,104.38,22441.7
5922,1747,2021-05-03,136,96.2,13083.2
5923,491,2022-01-27,209,90.48,18910.32
5924,1586,2024-06-19,100,118.35,11835.0
5925,661,2022-09-25,920,86.92,79966.4
5926,1680,2020-05-21,141,92.4,13028.4
5927,871,2020-01-06,557,88.77,49444.89
5928,1087,2023-06-06,201,95.2,15764.20472163553
5929,1614,2023-09-27,146,98.03,14312.38
5930,69,2020-10-17,469,106.55,49971.95
5931,823,2021-09-26,388,119.32,46296.16
5932,1804,2024-04-12,345,111.93,38615.85
5933,1384,2024-09-21,132,89.33,11791.56
5934,1310,2023-04-12,417,82.0,34194.0
5935,61,2020-01-31,-499,108.07,53926.93
5936,1183,2022-02-28,699,110.63,77330.37
5937,894,2022-08-10,597,81.63,48733.11
5938,1320,2021-10-23,243,92.24,22414.32
5939,1574,2021-04-07,610,119.36,72809.6
5940,1342,2022-10-06,985,91.11,89743.35
5941,1436,2023-10-10,426,116.8,49756.8
5942,743,2024-12-04,891,84.52,75307.32
5943,872,2021-02-27,869,106.01,92122.69
5944,836,2023-10-22,29,89.84,2605.36
5945,1537,2023-11-27,27,118.31,3194.37
5946,497,2023-11-04,874,106.9,93430.6
5947,369,2021-01-23,81,86.55,7010.55
5948,818,2022-10-14,921,80.86,74472.06
5949,580,2022-06-22,525,86.38,45349.5
5950,1112,2020-06-25,50,89.15,4457.5
5951,405,2021-12-02,53,96.44,5111.32
5952,1530,2021-07-10,751,81.15,60943.65
5953,820,2020-10-25,54,118.78,6414.12
5954,704,2024-02-04,634,100.3,63590.2
5955,563,2020-10-06,-19,101.09,1920.71
5956,1136,2021-11-07,976,91.67,89469.92
5957,205,2023-07-11,942,112.55,106022.1
5958,1077,2024-01-13,451,83.07,37464.57
5959,1198,2020-11-23,238,102.33,24354.54
5960,1797,2021-10-01,76,82.92,6301.92
5961,774,2022-10-11,658,111.59,73426.22
5962,925,2021-04-23,550,102.02,56111.0
5963,1523,2023-10-27,831,87.76,72928.56
5964,776,2022-09-15,405,119.03,48207.15
5965,818,2022-12-23,763,97.14,74117.82
5966,112,2020-02-23,222,85.15,18903.3
5967,967,2020-01-30,223,109.59,24438.57
5968,1961,2022-07-16,527,89.6,47219.2
5969,1736,2022-06-04,307,111.8,34322.6
5970,476,2022-11-05,285,113.96,32478.6
5971,1075,2022-11-27,27,106.55,2876.85
5972,1378,2022-07-12,390,114.09,44495.1
5973,1843,2024-02-14,282,81.22,22904.04
5974,714,2021-06-03,809,110.26,89200.34
5975,753,2023-07-21,261,86.55,22589.55
5976,982,2023-07-11,983,100.47,98762.01
5977,97,2023-04-05,109,90.16,9827.44
5978,1114,2020-04-01,887,90.66,80415.42
5979,1406,2024-05-28,298,93.93,27991.14
5980,1210,2023-08-21,830,98.21,81514.3
5981,1047,2023-04-23,772,109.11,84232.92
5982,1797,2020-09-02,16,100.44,1607.04
5983,872,2024-08-11,859,100.84,86621.56
5984,59,2024-04-29,558,81.98,45744.84
5985,1620,2024-01-03,386,108.62,41927.32
5986,470,2023-09-12,597,117.58,70195.26
5987,1132,2024-11-18,614,108.13,66391.82
5988,925,2024-04-10,394,94.43,37205.42
5989,1605,2020-01-19,443,110.51,48955.93
5990,1551,2023-12-13,892,118.27,105496.84
5991,82,2023-04-23,500,90.08,45040.0
5992,843,2024-03-16,626,100.59,62969.34
5993,1509,2024-08-19,308,119.04,36664.32
5994,1288,2023-04-12,908,114.22,103711.76
5995,1295,2021-02-07,317,115.61,36648.37
5996,1603,2024-04-13,231,107.28,24781.68
5997,1874,2024-02-06,18,100.56,1810.08
5998,1839,2022-04-21,962,94.69,91091.78
5999,1619,2023-07-15,464,89.25,41412.0
6000,794,2022-10-11,715,83.18,59473.7
6001,777777,2024-07-26,273,100.11,27330.03
6002,910,2023-08-28,992,111.08,110191.36
6003,127,2021-12-06,577,106.61,61513.97
6004,1439,2021-09-26,831,105.21,87429.51
6005,269,2023-04-14,-816,90.01,73448.16
6006,382,2021-06-20,537,86.86,46643.82
6007,1119,2020-01-14,303,103.21,31272.63
6008,669,2023-03-17,275,102.34,28143.5
6009,1038,2023-03-19,676,86.92,58757.92
6010,1459,2020-03-22,803,88.1,70744.3
6011,985,2022-03-07,920,93.86,86351.2
6012,1654,2023-05-16,419,110.65,46362.35
6013,779,2020-05-14,832,109.18,90837.76
6014,1732,2020-06-18,296,101.99,30189.04
6015,1021,2020-05-08,760,95.37,72481.2
6016,1022,2023-02-03,687,90.4,62104.8
6017,640,2024-04-28,791,107.03,84660.73
6018,62,2021-10-31,131,106.83,13994.73
6019,1802,2020-09-22,208,96.05,19978.4
6020,1729,2021-07-20,192,96.46,18520.32
6021,1893,2020-03-06,964,96.91,93421.24
6022,697,2024-03-23,796,87.21,69419.16
6023,1929,2022-10-06,663,109.38,72518.94
6024,691,2024-10-01,434,101.71,44142.14
6025,1130,2022-02-24,502,89.31,44833.62
6026,1847,2021-03-13,481,96.76,46541.56
6027,58,2021-03-24,807,97.06,78327.42
6028,198,2020-08-15,896,116.84,104688.64
6029,341,2021-07-21,744,105.54,78521.76
6030,169,2022-01-03,449,92.86,41694.14
6031,1252,2023-03-29,504,115.19,58055.76
6032,1817,2021-09-03,888,118.27,105023.76
6033,1456,2020-07-26,715,115.96,82911.4
6034,136,2023-05-09,366,101.79,37255.14
6035,417,2023-11-15,535,103.77,55516.95
6036,859,2020-10-16,769,86.35,66403.15
6037,1788,2024-08-30,949,111.58,105889.42
6038,120,2022-11-12,656,101.33,66472.48
6039,994,2020-08-12,234,85.75,20065.5
6040,858,2020-01-24,616,81.11,49963.76
6041,463,2023-11-14,212,118.98,25223.76
6042,567,2022-07-01,30,104.28,3128.4
6043,312,2022-10-02,261,108.32,28271.52
6044,264,2021-07-12,197,111.47,21959.59
6045,1548,2022-09-29,941,87.6,82431.6
6046,1107,2024-03-02,993,116.92,116101.56
6047,211,2022-05-22,110,108.53,11938.3
6048,800,2024-03-04,597,85.36,50959.92
6049,1734,2022-07-02,772,104.57,80728.04
6050,755,2020-05-24,525,117.65,61766.25
6051,1858,2022-06-23,695,84.76,58908.2
6052,245,2022-02-25,864,97.66,84378.24
6053,647,2023-06-14,714,88.1,62903.4
6054,104,2023-05-01,546,118.85,64892.1
6055,1333,2024-02-15,155,111.76,17322.8
6056,1539,2022-03-18,533,116.11,61886.63
6057,192,2022-11-27,123,115.22,14172.06
6058,1160,2020-12-03,77,109.89,8461.53
6059,1465,2021-07-28,712,102.34,72866.08
6060,1459,2023-11-02,973,110.91,107915.43
6061,268,2022-06-07,867,90.74,78671.58
6062,94,2023-09-30,850,105.64,89794.0
6063,461,2021-11-12,934,100.51,93876.34
6064,1501,2023-01-15,929,106.47,98910.63
6065,578,2023-07-22,485,109.86,53282.1
6066,1323,2021-09-17,393,105.6,41500.8
6067,1904,2024-05-02,959,82.43,79050.37
6068,1588,2023-01-28,332,100.36,33319.52
6069,3,2021-09-05,877,91.61,80341.97
6070,1288,2021-05-29,381,104.44,39791.64
6071,1032,2022-10-11,193,116.94,22569.42
6072,1372,2021-11-25,488,95.55,46628.4
6073,466,2024-03-16,333,97.34,32414.22
6074,1148,2022-11-24,428,100.83,43155.24
6075,1322,2021-03-11,360,83.05,29898.0
6076,267,2023-10-09,855,110.2,94221.0
6077,1765,2024-06-17,99,92.27,9134.73
6078,416,2022-09-27,919,88.0,80872.0
6079,355,2022-03-20,832,88.15,73340.8
6080,107,2022-12-01,869,106.35,92418.15
6081,613,2021-09-27,660,83.87,55354.2
6082,1970,2020-05-03,594,91.46,54327.24
6083,777777,2022-12-02,159,110.72,17604.48
6084,958,2021-04-23,825,91.87,75792.75
6085,224,2023-03-16,605,94.26,57027.3
6086,647,2022-09-02,105,118.18,12408.9
6087,877,2024-07-31,529,119.57,63252.53
6088,566,2023-12-28,731,117.04,85556.24
6089,335,2023-02-28,779,101.23,78858.17
6090,1651,2020-12-09,91,117.81,10720.71
6091,642,2020-10-30,994,80.5,80017.0
6092,917,2020-02-26,532,107.0,56924.0
6093,98,2022-02-10,598,81.42,48689.16
6094,874,2024-03-21,302,86.31,26065.62
6095,135,2023-07-10,936,94.9,88826.4
6096,1785,2020-11-06,139,106.57,12203.624227009546
6097,517,2021-08-17,167,94.11,15716.37
6098,1639,2020-11-09,434,88.76,38521.84
6099,320,2024-01-21,985,113.53,111827.05
6100,869,2022-05-07,48,119.65,5743.2
6101,752,2022-04-29,276,116.94,32275.44
6102,1306,2022-05-11,962,115.26,110880.12
6103,1889,2021-01-23,65,111.3,7234.5
6104,901,2020-04-06,59,97.62,5759.58
6105,1160,2022-02-06,62,82.68,4223.0985657771635
6106,748,2022-09-17,910,118.87,108171.7
6107,479,2022-11-05,371,111.08,41210.68
6108,1488,2020-09-21,984,115.22,113376.48
6109,1435,2022-07-16,803,119.33,95821.99
6110,422,2022-07-28,714,102.23,72992.22
6111,974,2023-08-18,115,83.72,9627.8
6112,1386,2023-11-11,872,110.82,96635.04
6113,718,2024-10-14,579,115.02,54864.444629832884
6114,827,2023-06-19,667,117.32,78252.44
6115,1471,2024-01-13,74,84.28,6236.72
6116,1120,2020-06-14,850,98.9,84065.0
6117,1642,2021-11-04,509,100.05,50925.45
6118,1560,2020-06-30,527,116.64,61469.28
6119,1615,2020-09-01,613,94.38,57854.94
6120,880,2020-10-11,934,101.14,94464.76
6121,956,2022-11-27,220,89.43,19674.6
6122,1327,2022-08-06,525,90.69,47612.25
6123,977,2020-06-10,382,82.71,31595.22
6124,1698,2024-12-02,421,93.79,39485.59
6125,20,2020-04-10,118,87.07,10274.26
6126,1851,2022-09-24,274,113.14,31000.36
6127,1616,2023-03-15,81,108.28,8770.68
6128,890,2023-09-04,55,110.2,6061.0
6129,1057,2021-11-25,453,93.14,42192.42
6130,1659,2020-04-22,49,112.14,5494.86
6131,1888,2020-01-09,464,87.75,40716.0
6132,854,2024-11-28,965,115.55,111505.75
6133,867,2024-09-30,319,82.53,26327.07
6134,111,2020-10-17,94,88.21,8291.74
6135,1298,2021-08-23,480,111.61,53572.8
6136,1631,2022-11-02,492,86.93,42769.56
6137,868,2020-10-09,674,87.76,59150.24
6138,1483,2024-11-11,123,116.05,14274.15
6139,9,2020-07-09,493,115.89,57133.77
6140,1404,2020-02-06,413,118.86,49089.18
6141,834,2023-12-15,914,109.9,100448.6
6142,1279,2020-09-20,170,108.07,15135.373172238376
6143,333,2021-04-23,612,96.12,58825.44
6144,193,2021-04-20,63,95.51,6017.13
6145,209,2021-05-30,899,91.56,82312.44
6146,1023,2022-06-14,848,108.61,92101.28
6147,1444,2023-04-27,160,89.17,14267.2
6148,1029,2020-08-12,144,100.02,14402.88
6149,414,2020-09-02,28,83.24,2330.72
6150,1067,2023-01-17,714,103.52,73913.28
6151,1209,2020-05-21,383,93.19,35691.77
6152,1897,2022-10-30,367,87.67,32174.89
6153,512,2022-10-16,448,87.47,32283.172069100605
6154,578,2022-07-03,761,116.34,88534.74
6155,1765,2023-12-04,545,101.0,55045.0
6156,609,2021-11-09,154,101.18,15581.72
6157,256,2023-05-29,925,107.42,99363.5
6158,232,2024-01-22,556,100.83,56061.48
6159,247,2024-06-02,591,88.66,52398.06
6160,1561,2020-09-23,212,99.66,21127.92
6161,1318,2024-04-10,171,102.15,17467.65
6162,1441,2023-12-03,197,89.0,17533.0
6163,628,2020-07-08,337,113.7,38316.9
6164,1086,2022-08-25,912,111.06,101286.72
6165,654,2021-08-07,954,81.98,78208.92
6166,1633,2021-11-18,37,112.23,4152.51
6167,662,2021-12-21,507,107.57,54537.99
6168,231,2021-02-16,312,87.69,27359.28
6169,1269,2020-03-24,864,96.84,83669.76
6170,1632,2024-10-06,45,112.5,5062.5
6171,614,2023-04-10,666,86.33,57495.78
6172,569,2023-10-13,130,104.56,13592.8
6173,963,2024-11-06,716,84.21,60294.36
6174,1129,2022-07-29,847,83.92,71080.24
6175,1016,2024-03-17,440,100.57,44250.8
6176,1410,2022-02-22,218,94.25,20546.5
6177,566,2024-09-03,10,116.61,1166.1
6178,1538,2021-09-14,330,111.03,36639.9
6179,578,2020-10-13,631,93.67,59105.77
6180,472,2022-08-12,388,99.85,38741.8
6181,777777,2022-03-23,222,88.58,19664.76
6182,1179,2024-11-24,714,113.96,67033.16306259645
6183,302,2021-06-07,471,93.81,44184.51
6184,1945,2022-09-02,593,92.49,54846.57
6185,335,2020-11-21,133,108.95,14490.35
6186,645,2020-05-29,615,95.11,58492.65
6187,1305,2021-05-10,918,91.6,84088.8
6188,1894,2024-11-27,176,96.65,17010.4
6189,198,2024-05-09,603,81.86,49361.58
6190,1472,2024-07-09,364,85.75,31213.0
6191,1769,2021-09-30,251,100.44,25210.44
6192,276,2023-05-16,62,109.78,6806.36
6193,1041,2023-03-25,27,99.38,2683.26
6194,1607,2023-12-17,529,94.19,49826.51
6195,1923,2022-06-10,32,104.37,3339.84
6196,157,2021-02-24,45,106.54,4794.3
6197,552,2023-02-09,515,119.6,61594.0
6198,1024,2023-02-14,863,102.99,88880.37
6199,1714,2021-03-31,448,112.41,50359.68
6200,1247,2020-09-15,399,116.21,46367.79
6201,13,2021-11-08,80,90.52,7241.6
6202,1291,2023-05-13,595,108.81,64741.95
6203,1118,2020-02-17,124,105.86,13126.64
6204,1591,2022-09-19,317,91.78,23968.80465657488
6205,671,2020-03-18,36,104.36,3756.96
6206,672,2024-05-25,715,111.89,80001.35
6207,560,2023-05-24,609,84.14,51241.26
6208,125,2021-05-11,789,80.51,63522.39
6209,1298,2024-05-23,439,117.37,51525.43
6210,22,2022-02-27,482,119.85,57767.7
6211,742,2020-03-22,682,83.02,56619.64
6212,1228,2020-07-21,799,82.33,65781.67
6213,1994,2023-06-23,117,99.42,11632.14
6214,903,2020-11-01,260,105.15,27339.0
6215,945,2022-09-16,108,102.24,11041.92
6216,13,2023-02-16,278,119.82,33309.96
6217,638,2022-08-27,547,104.61,57221.67
6218,1346,2021-03-10,382,103.1,39384.2
6219,1474,2020-08-28,706,83.0,58598.0
6220,595,2021-10-22,889,94.5,84010.5
6221,132,2022-05-12,775,117.78,91279.5
6222,500,2023-11-13,773,91.96,71085.08
6223,268,2022-11-30,551,105.64,58207.64
6224,1730,2024-06-05,405,101.38,41058.9
6225,4,2020-03-24,999,113.4,113286.6
6226,1738,2020-08-03,268,103.72,27796.96
6227,1123,2022-04-30,575,114.01,65555.75
6228,1576,2023-02-04,150,102.06,15309.0
6229,1898,2022-10-02,737,107.49,79220.13
6230,1900,2020-07-15,511,109.21,55806.31
6231,1120,2022-07-30,564,103.5,58374.0
6232,1586,2023-11-05,659,112.92,74414.28
6233,900,2021-11-29,713,87.74,62558.62
6234,1700,2022-08-27,365,107.75,39328.75
6235,1693,2023-08-24,426,113.15,39710.304547211614
6236,1761,2023-02-09,334,83.77,27979.18
6237,1639,2021-02-06,771,90.09,69459.39
6238,1500,2024-09-30,47,113.43,5331.21
6239,330,2020-12-02,964,104.8,101027.2
6240,823,2020-12-30,309,80.87,24988.83
6241,877,2022-09-26,676,80.86,54661.36
6242,493,2022-05-03,523,86.88,45438.24
6243,1285,2021-09-17,-616,111.21,68505.36
6244,1763,2020-02-29,750,108.54,81405.0
6245,1437,2023-09-28,-525,87.26,37741.01470615442
6246,1223,2022-04-05,191,107.92,20612.72
6247,1047,2023-11-08,778,88.05,68502.9
6248,640,2024-03-31,456,80.18,36562.08
6249,1509,2020-11-10,680,103.85,70618.0
6250,1146,2020-04-21,794,113.33,89984.02
6251,777777,2023-07-10,364,89.24,32483.36
6252,1523,2022-06-01,183,115.61,21156.63
6253,1078,2020-06-23,811,92.62,75114.82
6254,948,2020-12-23,462,108.01,49900.62
6255,1323,2021-01-12,670,103.26,69184.2
6256,404,2022-05-18,553,93.8,51871.4
6257,777777,2020-08-07,435,89.36,38871.6
6258,667,2023-11-15,27,85.1,2297.7
6259,671,2020-10-10,872,88.81,63799.520600694515
6260,141,2023-07-24,51,97.02,4948.02
6261,220,2021-01-14,664,83.55,55477.2
6262,1879,2020-02-03,260,116.71,30344.6
6263,1078,2024-08-16,547,99.21,54267.87
6264,126,2024-08-16,683,117.32,80129.56
6265,341,2020-06-27,155,83.06,12874.3
6266,408,2024-03-08,650,85.45,55542.5
6267,1622,2024-07-24,708,110.99,78580.92
6268,777777,2024-08-14,976,96.61,94291.36
6269,65,2022-06-26,89,83.81,7459.09
6270,682,2020-12-31,289,112.11,32399.79
6271,1486,2021-12-13,58,116.32,5558.03717791282
6272,1207,2023-03-26,45,108.16,4867.2
6273,1288,2024-01-22,632,83.2,52582.4
6274,1034,2020-02-27,339,98.46,33377.94
6275,1286,2020-09-09,390,100.43,39167.7
6276,130,2024-09-10,720,83.33,59997.6
6277,1798,2021-10-23,975,115.08,112203.0
6278,621,2020-08-07,726,80.93,58755.18
6279,1486,2024-10-14,175,86.62,15158.5
6280,156,2020-08-20,869,93.74,81460.06
6281,1032,2022-07-22,937,119.05,111549.85
6282,679,2020-05-02,965,111.09,107201.85
6283,810,2022-08-15,196,119.54,23429.84
6284,1160,2020-04-22,209,112.08,23424.72
6285,1143,2020-01-17,262,103.56,27132.72
6286,194,2021-08-05,613,97.55,59798.15
6287,1010,2020-08-08,256,104.21,26677.76
6288,565,2022-01-27,42,104.01,4368.42
6289,524,2022-02-20,135,84.43,11398.05
6290,1626,2020-09-04,523,108.17,56572.91
6291,1540,2022-04-18,335,111.51,37355.85
6292,716,2023-02-11,589,82.57,48633.73
6293,1105,2024-01-20,312,89.09,27796.08
6294,1221,2020-05-13,963,89.58,86265.54
6295,688,2024-11-28,488,112.66,54978.08
6296,1526,2021-01-13,437,89.11,38941.07
6297,969,2023-06-11,898,92.05,82660.9
6298,115,2021-12-25,771,119.22,91918.62
6299,1399,2021-01-30,245,87.33,21395.85
6300,1477,2021-09-22,686,117.65,80707.9
6301,1649,2024-05-03,23,99.06,2278.38
6302,1743,2020-05-23,601,110.35,66320.35
6303,396,2021-12-30,573,115.75,66324.75
6304,1882,2023-08-17,206,109.25,22505.5
6305,554,2024-09-23,871,95.09,82823.39
6306,1917,2023-07-16,655,81.4,53317.0
6307,1925,2021-11-08,550,106.78,58729.0
6308,206,2023-01-21,84,100.24,8420.16
6309,974,2020-06-22,471,94.84,44669.64
6310,907,2024-09-23,33,98.84,3261.72
6311,873,2022-06-06,493,98.05,48338.65
6312,946,2020-05-26,942,116.38,90316.753055349
6313,1454,2022-03-09,841,82.33,69239.53
6314,584,2020-12-19,44,84.14,3702.16
6315,512,2020-02-12,43,111.12,4778.16
6316,1442,2024-02-11,953,98.91,94261.23
6317,800,2022-12-19,585,93.96,54966.6
6318,135,2021-10-21,522,85.76,44766.72
6319,957,2023-01-03,991,104.9,103955.9
6320,957,2024-11-02,748,80.85,60475.8
6321,787,2020-08-26,584,106.07,61944.88
6322,1239,2020-01-02,449,116.77,43193.3294253562
6323,651,2021-05-17,543,82.48,44786.64
6324,777777,2021-10-06,487,90.42,44034.54
6325,610,2022-12-10,459,82.43,37835.37
6326,1898,2021-09-18,316,83.98,26537.68
6327,537,2021-07-28,614,89.48,54940.72
6328,345,2022-03-29,626,96.43,60365.18
6329,1580,2021-03-19,434,95.95,34306.291143012
6330,197,2023-04-13,362,103.87,37600.94
6331,221,2024-01-03,544,118.58,64507.52
6332,1803,2021-04-22,557,112.98,62929.86
6333,1435,2024-11-23,946,87.54,82812.84
6334,1945,2020-06-11,321,104.63,33586.23
6335,1847,2021-01-04,355,92.75,32926.25
6336,1743,2023-06-18,874,102.95,74127.07166398774
6337,965,2023-10-20,482,86.37,41630.34
6338,757,2022-12-28,204,98.15,20022.6
6339,1694,2023-08-18,997,104.7,104385.9
6340,1658,2022-03-14,949,96.46,91540.54
6341,420,2020-08-01,92,80.93,7445.56
6342,1983,2024-05-24,851,84.66,72045.66
6343,1028,2022-06-30,514,106.93,54962.02
6344,1108,2022-08-23,975,82.7,80632.5
6345,945,2023-09-25,814,106.34,86560.76
6346,1736,2023-03-31,666,108.33,72147.78
6347,495,2020-04-29,884,86.63,76580.92
6348,1596,2022-07-12,954,102.97,98233.38
6349,1678,2021-10-16,154,118.07,14979.569919753127
6350,1671,2024-06-08,59,102.17,6028.03
6351,11,2024-10-19,666,82.07,54658.62
6352,1298,2021-11-09,201,96.59,19414.59
6353,557,2022-04-16,798,81.04,64669.92
6354,809,2020-01-08,692,108.19,74867.48
6355,1773,2020-01-04,946,93.37,88328.02
6356,54,2024-07-04,590,96.65,57023.5
6357,745,2024-02-26,844,115.93,97844.92
6358,1765,2022-11-01,170,94.79,16114.3
6359,1223,2022-07-21,778,100.84,78453.52
6360,1145,2021-06-23,663,87.9,58277.7
6361,23,2021-06-22,684,81.02,55417.68
6362,55,2020-12-21,605,115.34,57487.62701299345
6363,248,2022-04-20,851,119.99,102111.49
6364,1942,2020-08-01,805,118.72,95569.6
6365,391,2022-10-17,149,99.83,14874.67
6366,1560,2021-04-14,460,102.8,47288.0
6367,31,2021-11-04,876,81.29,71210.04
6368,1722,2021-02-02,839,116.03,97349.17
6369,1383,2023-04-25,128,110.41,14132.48
6370,1737,2024-09-26,137,86.41,11838.17
6371,578,2022-07-06,447,101.07,45178.29
6372,764,2024-02-26,550,80.78,44429.0
6373,350,2021-02-22,56,111.06,5123.712544292776
6374,922,2024-03-24,808,83.3,67306.4
6375,1453,2021-07-08,310,110.87,34369.7
6376,1752,2021-12-06,133,113.55,15102.15
6377,107,2021-03-22,376,116.52,43811.52
6378,663,2024-02-17,111,112.84,12525.24
6379,22,2022-09-18,41,108.31,4440.71
6380,454,2022-11-11,537,90.27,48474.99
6381,297,2024-08-19,560,85.96,48137.6
6382,71,2020-10-22,-156,82.21,12824.76
6383,1841,2020-08-08,817,108.7,88807.9
6384,294,2022-04-08,836,116.41,97318.76
6385,99,2022-09-17,187,117.46,21965.02
6386,1593,2022-05-21,705,106.37,74990.85
6387,748,2023-12-29,596,107.41,64016.36
6388,1392,2022-08-05,330,112.43,37101.9
6389,1036,2022-06-06,784,84.16,65981.44
6390,919,2020-10-15,814,115.4,93935.6
6391,56,2022-06-12,-836,94.7,79169.2
6392,502,2022-05-17,487,113.98,55508.26
6393,1055,2022-07-07,817,93.71,76561.07
6394,1451,2023-04-08,668,112.11,74889.48
6395,304,2024-10-10,723,90.44,65388.12
6396,245,2023-07-19,225,115.55,25998.75
6397,17,2024-11-30,122,93.87,11452.14
6398,1143,2020-06-09,658,116.97,76966.26
6399,406,2020-06-09,534,112.26,59946.84
6400,1733,2022-07-28,347,119.84,41584.48
6401,121,2023-04-25,643,82.84,53266.12
6402,1579,2022-04-19,719,107.55,77328.45
6403,992,2022-04-18,123,97.01,11932.23
6404,176,2022-12-12,529,94.42,49948.18
6405,1633,2024-08-06,917,111.3,102062.1
6406,1709,2022-02-12,486,89.6,43545.6
6407,139,2023-08-24,441,119.11,52527.51
6408,271,2021-12-28,89,108.1,9620.9
6409,777777,2022-07-12,66,93.65,6180.9
6410,1175,2021-02-04,281,93.77,26349.37
6411,1373,2022-09-07,832,104.38,86844.16
6412,1713,2024-09-09,173,118.27,20460.71
6413,1947,2020-04-29,282,115.69,32624.58
6414,404,2021-07-06,989,111.36,110135.04
6415,629,2021-02-28,289,117.24,33882.36
6416,1816,2022-11-25,197,90.98,17923.06
6417,1743,2021-10-02,714,100.88,72028.32
6418,174,2020-04-25,993,103.74,84866.16014662573
6419,222,2022-09-27,473,100.45,47512.85
6420,774,2024-01-30,457,92.55,42295.35
6421,1004,2023-04-06,330,107.28,35402.4
6422,1697,2024-02-25,209,80.04,16728.36
6423,869,2024-04-06,561,100.3,56268.3
6424,125,2020-01-20,175,100.79,17638.25
6425,418,2023-02-07,758,98.71,74822.18
6426,674,2021-08-16,412,109.36,45056.32
6427,217,2020-09-07,13,89.33,1161.29
6428,1664,2023-05-03,413,85.29,35224.77
6429,777777,2022-07-29,547,103.4,56559.8
6430,537,2023-03-17,146,105.93,15465.78
6431,185,2023-06-04,427,116.81,49877.87
6432,636,2024-07-28,234,111.18,21432.93206983133
6433,1319,2023-10-26,495,101.4,50193.0
6434,455,2020-07-27,108,95.26,10288.08
6435,1093,2022-05-26,649,80.89,52497.61
6436,405,2020-06-11,382,85.27,32573.14
6437,644,2024-03-25,945,116.73,110309.85
6438,1935,2020-10-12,568,99.7,56629.6
6439,276,2021-01-04,353,110.88,39140.64
6440,1417,2020-01-20,129,114.65,14789.85
6441,839,2022-05-16,276,96.1,26523.6
6442,894,2022-01-01,915,113.67,104008.05
6443,1110,2021-05-27,384,114.36,43914.24
6444,1304,2024-01-02,198,81.3,16097.4
6445,172,2023-08-13,603,113.25,68289.75
6446,907,2021-06-30,855,82.49,70528.95
6447,397,2022-05-18,472,103.32,48767.04
6448,1016,2020-05-30,434,91.98,39919.32
6449,1440,2020-11-27,90,86.38,7774.2
6450,1493,2024-10-07,575,91.98,52888.5
6451,1827,2021-09-08,665,97.83,65056.95
6452,972,2024-08-24,370,82.99,30706.3
6453,1677,2023-10-02,770,114.68,88303.6
6454,508,2020-05-13,704,85.45,60156.8
6455,171,2021-05-21,646,107.82,69651.72
6456,1077,2021-05-10,397,103.31,41014.07
6457,1437,2020-04-07,902,112.11,101123.22
6458,1028,2020-11-23,828,86.75,71829.0
6459,995,2024-01-24,453,103.07,46690.71
6460,34,2022-10-11,802,87.06,69822.12
6461,1578,2023-08-10,96,112.4,10790.4
6462,750,2020-02-26,979,83.07,81325.53
